Recency,Frequency,Monetary,avg_quantity_per_order,max_quantity,min_quantity,std_quantity,total_items_purchased,unique_products,unique_invoices,total_revenue,avg_order_value,max_order_value,min_order_value,std_order_value,revenue_per_item,active_days,active_months,customer_tenure_days,days_since_first_purchase,purchase_span_days,avg_days_between_orders,order_consistency,spend_consistency
264,1,30.6,6.9,12,3,3.665151201974256,69,10,1,30.6,3.06,5.95,0.85,1.836330882796211,0.4434782608695652,1,1,0,264,0,0.0,1.0,1.078858612216387
59,4,59.8,30.46153846153846,100,3,34.478532897576,396,5,4,59.8,4.6,8.5,2.55,1.821171783953032,0.151010101010101,4,4,249,308,249,83.0,0.0160642570281124,1.63052814655422
320,1,207.39,16.4375,48,2,10.904090679574669,526,32,1,207.39,6.4809375,14.95,1.25,3.3461507585871786,0.3942775665399239,1,1,0,320,0,0.0,1.0,1.4911902186538013
192,1,18.72,12.22222222222222,20,10,4.409585518440984,110,9,1,18.72,2.08,2.08,2.08,0.0,0.1701818181818181,1,1,0,192,0,0.0,1.0,2.08
59,6,342.18,5.425675675675675,36,1,4.875443417777353,803,124,6,342.18,2.312027027027027,9.95,0.29,2.202265364109976,0.4261270236612702,6,5,250,309,250,50.0,0.024,0.7219973250622913
20,3,580.0,4.139130434782609,96,1,9.047074324095457,952,152,3,580.0,2.5217391304347827,24.95,0.12,3.002550665573436,0.6092436974789915,3,3,122,142,122,61.0,0.0245901639344262,0.6300330317176632
97,3,209.32,11.051948051948052,36,1,7.385790240113112,851,75,3,209.32,2.718441558441558,18.0,0.29,3.751354514998221,0.2459694477085781,3,3,104,201,104,52.0,0.0288461538461538,0.5721403338480576
297,1,74.96,13.5,48,1,11.023629536739035,675,47,1,74.96,1.4992,4.95,0.22,0.8893607885694637,0.1110518518518518,1,1,0,297,0,0.0,1.0,0.7934958791725134
213,2,214.63,8.929824561403509,48,1,8.558328544095026,509,57,2,214.63,3.765438596491228,16.95,0.29,3.5009907119145973,0.4216699410609037,2,1,0,213,0,0.0,2.0,0.8365799526143688
144,6,317.22,12.010309278350515,48,1,9.68621749076235,1165,83,6,317.22,3.270309278350515,65.0,0.14,7.102815089456938,0.2722918454935622,6,5,229,373,229,45.8,0.0262008733624454,0.4036016177397052
24,4,415.76,11.5,72,1,9.201374313448962,1403,108,4,415.76,3.4078688524590164,39.95,0.29,4.401218506992643,0.2963364219529579,4,4,209,233,209,69.66666666666667,0.0191387559808612,0.6309444522651781
267,1,30.55,6.428571428571429,12,3,2.699206232527312,45,7,1,30.55,4.364285714285715,12.75,1.25,3.966706682471229,0.6788888888888889,1,1,0,267,0,0.0,1.0,0.8787081648466153
22,2,51.18,21.65,200,3,42.686464019948005,433,17,2,51.18,2.559,5.95,0.36,2.2625111805481235,0.1181986143187067,2,2,48,71,48,48.0,0.0416666666666666,0.784365128082127
32,15,639.11,17.11186440677966,72,1,11.508250290268135,5048,160,15,639.11,2.1664745762711863,39.95,0.19,3.1221370741954493,0.1266065768621236,15,8,252,284,252,18.0,0.0595238095238095,0.5255707263674716
185,5,305.61,15.474747474747474,144,1,18.710110458090504,1532,84,5,305.61,3.086969696969697,18.0,0.12,4.1245092359998266,0.1994843342036553,5,5,167,352,167,41.75,0.029940119760479,0.6023932350992062
11,9,889.01,2.653944020356234,28,1,3.4966953738743984,1043,288,9,889.01,2.262111959287532,15.0,0.19,2.344202546553918,0.8523585810162991,9,5,168,180,168,21.0,0.0535714285714285,0.6764279160120125
269,1,145.19,9.827586206896552,48,1,10.763924422138851,285,29,1,145.19,5.006551724137931,50.0,0.12,9.068056287186698,0.509438596491228,1,1,0,269,0,0.0,1.0,0.4972709310842464
57,1,38.83,9.125,24,2,5.414486740833952,146,16,1,38.83,2.426875,8.5,0.55,2.0142119012987023,0.265958904109589,1,1,0,57,0,0.0,1.0,0.8051441237274517
82,2,17.919999999999998,12.8,24,6,5.266244708835067,128,10,2,17.919999999999998,1.7919999999999998,4.95,0.85,1.2054210882509069,0.1399999999999999,2,2,192,274,192,192.0,0.0104166666666666,0.8125432415363424
365,1,25.63,13.058823529411764,36,4,9.303699453949044,222,17,1,25.63,1.5076470588235291,3.75,0.42,0.9798885740976158,0.1154504504504504,1,1,0,365,0,0.0,1.0,0.7614807613659156
50,2,144.1,6.375,24,2,5.322736301859265,153,24,2,144.1,6.004166666666666,20.8,0.55,5.345168412905139,0.9418300653594772,2,2,69,120,69,69.0,0.0289855072463768,0.9462580464302688
84,1,4.75,4.0,10,1,5.196152422706632,12,3,1,4.75,1.5833333333333333,2.55,0.95,0.8504900548115382,0.3958333333333333,1,1,0,84,0,0.0,1.0,0.8556292043917992
215,2,139.83,5.1923076923076925,12,1,4.030079212811885,135,23,2,139.83,5.378076923076923,12.75,1.25,3.3305086929546,1.035777777777778,2,2,68,284,68,68.0,0.0294117647058823,1.2419041974968517
10,8,663.93,3.5627240143369177,25,1,3.4851443875362174,994,169,8,663.93,2.3796774193548385,10.95,0.39,2.02972255162488,0.6679376257545271,8,8,282,293,282,40.285714285714285,0.0283687943262411,0.7854440064416415
143,1,451.42,1.0,1,1,0.0,1,1,1,451.42,451.42,451.42,451.42,0.0,451.42,1,1,0,143,0,0.0,1.0,451.42
172,1,176.79,11.0,40,2,9.547664360294728,220,20,1,176.79,8.8395,125.0,0.19,27.51317779480264,0.803590909090909,1,1,0,172,0,0.0,1.0,0.3100145505918059
40,1,26.64,13.416666666666666,48,2,12.302685097411077,161,12,1,26.64,2.22,8.25,0.42,2.0930621325964243,0.1654658385093168,1,1,0,40,0,0.0,1.0,0.7177353395537692
9,4,352.18,16.051546391752577,120,2,14.725524279023013,1557,82,4,352.18,3.630721649484536,28.0,0.29,4.200299653849782,0.2261913937058445,4,4,356,366,356,118.66666666666669,0.0112359550561797,0.6981754689456622
57,3,115.6,14.235294117647058,72,12,10.430313698555157,484,33,3,115.6,3.4,10.95,1.06,2.1024473473751604,0.2388429752066115,3,2,73,130,73,36.5,0.0410958904109589,1.0959090096650907
161,1,45.58,13.214285714285714,36,3,8.34602208576545,370,28,1,45.58,1.627857142857143,5.45,0.39,1.4247348217016778,0.1231891891891891,1,1,0,161,0,0.0,1.0,0.6713547099202846
38,6,199.94,12.924050632911392,48,2,9.604715924867504,1021,57,6,199.94,2.530886075949367,12.75,0.19,2.549986520765489,0.1958276199804113,6,6,253,292,253,50.6,0.0237154150197628,0.7129283621628028
141,1,74.62,3.1842105263157894,25,1,4.584670480409716,121,37,1,74.62,1.963684210526316,9.95,0.21,1.899905290744254,0.616694214876033,1,1,0,141,0,0.0,1.0,0.6771546011498675
366,1,66.87,9.076923076923077,24,1,6.264470428024203,118,13,1,66.87,5.143846153846154,28.0,0.42,7.411224076203088,0.5666949152542373,1,1,0,366,0,0.0,1.0,0.6115454905545852
3,6,380.91,12.349397590361448,48,2,10.038029185947485,2050,99,6,380.91,2.2946385542168675,8.25,0.29,1.701694215156913,0.1858097560975609,6,5,244,247,244,48.8,0.0245901639344262,0.8493331855779971
19,17,2041.14,6.2725225225225225,80,1,7.624071534305926,2785,233,17,2041.14,4.597162162162163,19.95,0.06,3.223567007765432,0.7329048473967684,17,11,342,362,342,21.375,0.0497076023391812,1.0884548898383382
43,2,99.09,18.27906976744186,100,2,19.29881020437634,786,43,2,99.09,2.304418604651163,12.75,0.04,3.151967867800309,0.1260687022900763,2,2,30,73,30,30.0,0.0666666666666666,0.5550184100707003
3,9,1024.88,8.083333333333334,50,1,8.691533663117402,1552,158,9,1024.88,5.337916666666666,29.95,0.19,5.252545614040316,0.660360824742268,9,8,354,358,354,44.25,0.0254237288135593,0.8537189484360069
17,5,256.12,13.287878787878787,36,1,10.131087194320642,877,47,5,256.12,3.880606060606061,16.95,0.39,4.53117029501477,0.2920410490307867,5,5,294,311,294,73.5,0.0170068027210884,0.7015886066830452
107,2,39.17,8.8125,46,1,12.760453231240133,141,12,2,39.17,2.448125,5.95,0.42,1.5323368591794693,0.2778014184397163,2,2,204,312,204,204.0,0.0098039215686274,0.9667453961054946
15,8,264.44,9.185567010309278,36,1,9.85132171431328,891,63,8,264.44,2.726185567010309,12.75,0.29,2.490565298656683,0.2967901234567901,8,6,354,369,354,50.57142857142857,0.0225988700564971,0.7810154899722004
87,2,158.15,6.76595744680851,12,3,3.008775324724596,318,46,2,158.15,3.3648936170212767,12.5,0.83,2.350330108489319,0.4973270440251572,2,2,125,213,125,125.0,0.016,1.0043468876380437
123,3,174.22,7.295454545454546,24,2,5.065062939320812,321,39,3,174.22,3.9595454545454554,7.95,0.42,2.972371971577703,0.5427414330218069,3,3,187,311,187,93.5,0.0160427807486631,0.9967710684890484
29,1,12.99,15.142857142857142,36,4,11.186726828829652,106,7,1,12.99,1.8557142857142856,3.95,0.19,1.328242662855162,0.1225471698113207,1,1,0,29,0,0.0,1.0,0.7970450483192301
325,1,1.06,72.0,72,72,0.0,72,1,1,1.06,1.06,1.06,1.06,0.0,0.0147222222222222,1,1,0,325,0,0.0,1.0,1.06
80,3,132.95,4.672131147540983,60,1,7.650100895795231,285,57,3,132.95,2.1795081967213115,9.95,0.08,1.8496210659028764,0.4664912280701754,3,3,197,277,197,98.5,0.015228426395939,0.7648414109511624
52,1,11.24,11.0,20,6,4.857983120596447,66,6,1,11.24,1.8733333333333333,2.89,1.25,0.6212460596789864,0.1703030303030303,1,1,0,52,0,0.0,1.0,1.155489829658714
28,1,159.36,3.0240963855421685,32,1,3.866604685699662,251,72,1,159.36,1.92,12.5,0.29,1.9642959391561563,0.6349003984063745,1,1,0,28,0,0.0,1.0,0.6477086091972871
85,2,97.05,11.0,20,4,4.412412917565857,550,42,2,97.05,1.941,4.95,0.85,0.923777184019115,0.1764545454545454,2,2,169,255,169,169.0,0.0118343195266272,1.0089526043472994
16,5,71.83,132.84848484848484,360,32,111.81796624763648,4384,15,5,71.83,2.1766666666666667,3.75,0.85,1.062893064549142,0.0163845802919708,5,5,355,372,355,88.75,0.0140845070422535,1.055152447828114
98,3,35.86,29.83333333333333,72,1,23.97012028894863,179,6,3,35.86,5.976666666666667,15.0,1.06,5.854747361472284,0.2003351955307262,3,3,107,205,107,53.5,0.02803738317757,0.8719018151214518
29,2,58.82,8.1,24,3,4.983129433134204,162,19,2,58.82,2.941,7.95,0.42,2.1191083030369167,0.3630864197530864,2,1,4,34,4,4.0,0.5,0.9428976855777974
127,1,19.38,14.363636363636363,24,6,6.975281030506617,158,11,1,19.38,1.7618181818181815,4.25,0.83,1.1695026137791928,0.1226582278481012,1,1,0,127,0,0.0,1.0,0.8120839175893686
52,3,457.91,9.031007751937985,36,2,4.868486007759694,1165,105,3,457.91,3.54968992248062,40.0,0.42,6.400394389457637,0.3930557939914162,3,3,148,201,148,74.0,0.0202702702702702,0.479662263343342
250,1,41.75,4.375,7,1,2.6152028055746874,35,8,1,41.75,5.21875,12.75,2.95,3.5917502199982034,1.1928571428571428,1,1,0,250,0,0.0,1.0,1.1365491914762822
254,1,89.05,6.0588235294117645,12,2,4.145337565194391,103,17,1,89.05,5.238235294117647,10.95,1.25,2.8772561479952508,0.8645631067961165,1,1,0,254,0,0.0,1.0,1.3510160521187375
288,1,71.4,11.105263157894736,24,1,6.657449769010697,211,19,1,71.4,3.7578947368421054,35.95,0.85,7.981650190661194,0.3383886255924171,1,1,0,288,0,0.0,1.0,0.4183969156079394
82,1,72.4,8.727272727272727,24,1,6.257808974407349,192,22,1,72.4,3.290909090909091,14.95,0.55,3.216424973536552,0.3770833333333334,1,1,0,82,0,0.0,1.0,0.7804974857998769
21,4,93.46,8.724137931034482,24,2,5.750133860082476,253,24,4,93.46,3.222758620689655,8.5,0.42,2.557480479679344,0.3694071146245059,4,3,152,173,152,50.66666666666666,0.0263157894736842,0.905910415840185
183,1,123.67,8.576923076923077,24,2,7.818813602705091,223,26,1,123.67,4.756538461538462,12.75,0.65,3.525344740371009,0.5545739910313902,1,1,0,183,0,0.0,1.0,1.051088642839727
10,6,593.3100000000001,2.5984555984555984,36,1,3.402142155905578,673,193,6,593.3100000000001,2.290772200772201,16.95,0.12,2.27608841461886,0.881589895988113,6,3,361,371,361,72.2,0.0166204986149584,0.6992400420422443
201,1,67.57000000000001,3.25,20,1,3.6068350751398746,91,24,1,67.57000000000001,2.413214285714286,4.95,0.55,1.3007036658882094,0.7425274725274726,1,1,0,201,0,0.0,1.0,1.0489026994194146
367,1,5.050000000000001,10.0,12,8,2.8284271247461903,20,2,1,5.050000000000001,2.5250000000000004,2.95,2.1,0.6010407640085653,0.2525,1,1,0,367,0,0.0,1.0,1.5770991324906027
40,3,256.64,10.379746835443038,100,1,12.460505605114346,820,69,3,256.64,3.2486075949367086,9.95,0.04,2.273348222097956,0.3129756097560975,3,3,89,129,89,44.5,0.0337078651685393,0.9924417979748604
33,10,1790.61,5.605700712589074,48,1,6.43956267338858,2360,214,10,1790.61,4.253230403800475,16.95,0.29,3.6012554711122986,0.7587330508474576,10,9,327,360,327,36.333333333333336,0.0305810397553516,0.9243630201589976
69,2,185.38,2.4375,20,1,2.9311696162366543,117,45,2,185.38,3.862083333333333,10.95,0.42,2.881336833894053,1.5844444444444443,2,2,245,314,245,245.0,0.0081632653061224,0.995039466713482
32,2,281.58,3.6597938144329896,36,1,6.791364918559793,355,88,2,281.58,2.902886597938144,12.75,0.19,2.8295438968302555,0.7931830985915492,2,2,53,86,53,53.0,0.0377358490566037,0.7580241083907895
2,6,1080.56,7.47005444646098,120,1,11.085064144511716,4116,335,6,1080.56,1.9610889292196003,14.95,0.19,1.978499131179293,0.2625267249757045,7,6,321,324,321,64.2,0.0186915887850467,0.6584151422744032
9,5,194.34,9.169811320754716,96,1,13.146710394409878,486,41,5,194.34,3.666792452830189,12.75,0.85,2.8628608429498965,0.3998765432098765,5,5,278,288,278,69.5,0.0179856115107913,0.949242699105366
67,1,129.3,10.404255319148936,25,2,6.459437229720509,489,47,1,129.3,2.7510638297872343,12.75,0.42,2.335696743681825,0.2644171779141104,1,1,0,67,0,0.0,1.0,0.8247343931962791
158,2,40.53,16.88235294117647,32,3,9.758857213713451,287,14,2,40.53,2.384117647058824,4.95,0.85,1.386218141308978,0.1412195121951219,2,2,76,234,76,76.0,0.0263157894736842,0.9991197392167164
4,5,25.0,10.333333333333334,24,4,7.941452428030194,62,2,5,25.0,4.166666666666667,5.95,1.25,2.049796737890532,0.4032258064516129,5,4,136,140,136,34.0,0.0367647058823529,1.3662112674265126
227,1,163.34,6.966666666666667,48,1,8.875727072947113,418,60,1,163.34,2.7223333333333333,12.75,0.21,2.886068445731377,0.3907655502392345,1,1,0,227,0,0.0,1.0,0.7005366403990284
54,1,84.61,8.294117647058824,48,1,9.48213443483508,282,34,1,84.61,2.4885294117647057,9.95,0.21,2.5579455918028997,0.3000354609929078,1,1,0,54,0,0.0,1.0,0.6994287426704876
3,7,45.93,43.31707317073171,192,12,42.922278029241554,1776,8,7,45.93,1.1202439024390245,1.65,0.29,0.5244258184189545,0.0258614864864864,7,6,256,259,256,42.66666666666666,0.02734375,0.7348628505917565
113,1,20.77,9.5625,36,2,8.839070463949625,153,16,1,20.77,1.298125,4.15,0.21,1.0166232914244424,0.1357516339869281,1,1,0,113,0,0.0,1.0,0.6437121923168253
169,4,342.21,3.887755102040817,12,1,2.1818494616786257,381,68,4,342.21,3.491938775510204,15.95,0.19,2.902860181497952,0.8981889763779527,4,2,29,198,29,9.666666666666666,0.1379310344827586,0.8947127524742552
261,1,117.1,6.333333333333333,12,1,3.9285281382896233,133,21,1,117.1,5.576190476190476,18.0,1.65,5.1997023724348646,0.8804511278195488,1,1,0,261,0,0.0,1.0,0.8994287372541222
18,2,220.43,4.140845070422535,41,1,5.7378337740397365,294,59,2,220.43,3.104647887323944,12.75,0.29,3.266674075738597,0.7497619047619047,2,2,154,172,154,154.0,0.0129870129870129,0.7276505850254107
156,2,12.94,16.0,40,6,10.954451150103322,128,7,2,12.94,1.6175,2.55,0.83,0.6145555885585708,0.10109375,2,2,17,173,17,17.0,0.1176470588235294,1.0018236668110372
13,9,317.39,6.549180327868853,48,1,8.459043240563647,799,62,9,317.39,2.60155737704918,12.75,0.42,2.151466545948033,0.3972340425531914,9,7,345,359,345,43.125,0.0260869565217391,0.8255068994446749
71,4,37.9,7.916666666666667,18,2,4.944387696871039,95,7,4,37.9,3.158333333333333,9.95,1.45,2.240721609958125,0.3989473684210526,4,3,302,373,302,100.66666666666669,0.0132450331125827,0.9745771817080404
147,3,229.78,3.1219512195121952,25,1,3.8222710654218353,128,33,3,229.78,5.604390243902439,15.95,0.42,4.773042556263503,1.79515625,3,3,98,246,98,49.0,0.0306122448979591,0.9707862343439538
78,1,92.32,13.77777777777778,48,2,11.954941861867622,496,36,1,92.32,2.5644444444444443,12.75,0.42,2.484243425436685,0.1861290322580645,1,1,0,78,0,0.0,1.0,0.7360118485760043
19,2,3.8,321.0,330,312,12.727922061357855,642,2,2,3.8,1.9,2.55,1.25,0.9192388155425116,0.0059190031152647,2,2,223,243,223,223.0,0.0089686098654708,0.989975809478888
19,1,148.12,8.88888888888889,24,1,6.869301390046995,320,36,1,148.12,4.114444444444445,18.0,0.55,3.837147336569144,0.462875,1,1,0,19,0,0.0,1.0,0.8505931612500163
22,5,173.63,52.53333333333333,256,4,55.836449483371446,2364,24,5,173.63,3.858444444444444,41.75,0.36,6.034556530951758,0.0734475465313028,5,5,350,373,350,87.5,0.0142857142857142,0.5484986050602405
9,2,120.57,8.255813953488373,25,2,5.740802263728409,355,38,2,120.57,2.8039534883720934,6.25,0.39,1.6730811888404664,0.3396338028169014,2,2,24,33,24,24.0,0.0833333333333333,1.0489593432769608
336,1,88.62,7.0,24,2,5.9281411203561225,105,15,1,88.62,5.908,18.0,0.42,5.402178396588863,0.8440000000000001,1,1,0,336,0,0.0,1.0,0.9228108987321932
144,3,845.8499999999999,7.851851851851852,72,1,10.4655519576264,636,68,3,845.8499999999999,10.442592592592591,550.64,0.36,60.85249719152407,1.3299528301886792,3,2,223,368,223,111.5,0.0134529147982062,0.1688305738126865
30,1,12.56,19.142857142857142,48,8,12.666473875533018,268,14,1,12.56,0.897142857142857,1.69,0.29,0.5858121065459677,0.046865671641791,1,1,0,30,0,0.0,1.0,0.5657308665002625
10,6,537.73,11.716814159292037,48,1,7.920683501986622,2648,199,6,537.73,2.379336283185841,39.95,0.12,3.993517970379543,0.2030702416918429,6,6,351,362,351,70.2,0.017094017094017,0.4764849745809555
275,1,62.96,7.130434782608695,12,2,3.019698176159136,164,23,1,62.96,2.737391304347826,8.25,0.42,2.041722128256404,0.3839024390243902,1,1,0,275,0,0.0,1.0,0.8999478548413533
31,2,43.68,15.73076923076923,48,3,10.49402760548186,409,25,2,43.68,1.68,4.95,0.29,1.2085991891441927,0.1067970660146699,2,2,335,367,335,335.0,0.0059701492537313,0.7606631426189109
16,7,487.41,7.132231404958677,24,1,4.83380827912515,863,109,7,487.41,4.028181818181818,14.95,0.85,2.9989898299260704,0.5647856315179607,6,4,268,285,268,44.66666666666666,0.0261194029850746,1.0072998405840623
33,3,614.72,3.3116438356164384,48,1,4.539494654860633,967,233,3,614.72,2.1052054794520547,12.5,0.19,2.126123303403572,0.6356980351602896,3,2,13,47,13,6.5,0.2307692307692307,0.6734236865065459
81,2,30.98,20.666666666666668,48,2,11.254628677422756,310,15,2,30.98,2.065333333333333,7.95,0.29,2.4909890940481185,0.0999354838709677,2,2,291,372,291,291.0,0.0068728522336769,0.5916183859911152
36,7,77.79,39.1875,216,4,48.483743534269024,1254,17,7,77.79,2.4309375,4.25,0.42,1.4511449525761022,0.0620334928229665,7,4,141,177,141,23.5,0.0496453900709219,0.991755912862328
189,1,23.95,15.857142857142858,48,6,9.139396666551432,333,21,1,23.95,1.1404761904761904,2.1,0.29,0.5370705371780897,0.0719219219219219,1,1,0,189,0,0.0,1.0,0.7419803859945117
31,3,167.74,10.2,24,2,5.876275371772323,510,48,3,167.74,3.3548,14.55,0.55,2.8020220395643003,0.3289019607843137,3,3,204,236,204,102.0,0.0147058823529411,0.8823725809817897
26,15,524.63,20.41747572815534,144,1,30.11140239759509,2103,62,15,524.63,5.093495145631068,45.0,0.29,5.212909260509866,0.2494674274845459,15,7,348,374,348,24.857142857142858,0.043103448275862,0.8198244867353925
22,1,9.03,12.857142857142858,24,6,5.398412465054624,90,7,1,9.03,1.2900000000000005,2.95,0.65,0.8057294831393476,0.1003333333333333,1,1,0,22,0,0.0,1.0,0.7143927216369493
162,1,16.14,19.84,36,10,8.345058418010026,496,25,1,16.14,0.6456000000000001,1.25,0.38,0.2882140408330818,0.0325403225806451,1,1,0,162,0,0.0,1.0,0.5011589530436212
47,6,308.68,11.632183908045976,96,1,12.995629804372554,1012,74,6,308.68,3.5480459770114945,24.95,0.19,4.004338007908731,0.3050197628458498,6,6,290,337,290,58.0,0.0206896551724137,0.708994071024829
8,16,1649.1,8.495201535508638,100,1,8.607268619272048,4426,270,16,1649.1,3.1652591170825333,12.5,0.21,2.484920982345001,0.3725937641211025,16,9,267,276,267,17.8,0.0599250936329588,0.908272851269251
19,1,6.85,9.333333333333334,12,4,4.618802153517007,28,3,1,6.85,2.283333333333333,3.75,1.45,1.274100990241093,0.2446428571428571,1,1,0,19,0,0.0,1.0,1.004059777086356
200,3,275.54,8.544117647058824,24,2,5.3822090108708025,581,55,3,275.54,4.052058823529412,16.95,0.29,3.536309552375116,0.4742512908777969,3,2,111,311,111,55.5,0.027027027027027,0.8932500696315665
39,1,124.25,8.075,24,2,5.850213671311501,323,40,1,124.25,3.10625,6.95,0.75,2.0309612319394543,0.3846749226006192,1,1,0,39,0,0.0,1.0,1.0248398980716655
319,1,9.54,11.571428571428571,12,9,1.1338934190276817,81,7,1,9.54,1.3628571428571428,2.95,0.42,1.1233241486130097,0.1177777777777777,1,1,0,319,0,0.0,1.0,0.641850724368855
21,5,1119.13,6.52542372881356,24,1,4.339391186626313,1155,138,5,1119.13,6.32276836158192,40.0,0.0,7.050897244444895,0.9689437229437228,5,5,149,171,149,37.25,0.0335570469798657,0.7853495293266375
369,1,16.5,9.75,16,1,7.5,39,4,1,16.5,4.125,12.75,0.85,5.7592678932887535,0.4230769230769231,1,1,0,369,0,0.0,1.0,0.6102731930621796
4,5,994.99,7.391959798994975,75,1,7.786101037882383,1471,160,5,994.99,4.999949748743719,50.0,0.39,4.741962737466698,0.6764038069340584,5,4,209,213,209,52.25,0.0239234449760765,0.8707736321795865
16,7,262.13,23.53846153846154,96,1,22.77206883784068,1224,34,7,262.13,5.040961538461539,85.0,0.19,16.260984373118543,0.2141584967320261,7,4,355,372,355,59.16666666666666,0.0197183098591549,0.2920436882100478
46,4,199.55,4.845238095238095,30,1,6.2256640379731385,407,68,4,199.55,2.3755952380952383,16.65,0.12,2.753808469593695,0.4902948402948403,4,4,218,265,218,72.66666666666667,0.018348623853211,0.6328493468267891
111,2,3.58,200.0,200,200,0.0,400,1,2,3.58,1.79,1.79,1.79,0.0,0.00895,2,2,126,237,126,126.0,0.0158730158730158,1.79
19,2,11.36,29.03448275862069,100,12,19.173051695806,842,29,2,11.36,0.3917241379310344,1.25,0.04,0.2853452666196971,0.0134916864608076,2,2,96,115,96,96.0,0.0208333333333333,0.3047618006648296
3,1,58.83,10.0,72,1,18.05547008526779,240,24,1,58.83,2.45125,4.95,0.19,1.8326775671725213,0.2451249999999999,1,1,0,3,0,0.0,1.0,0.8653473407659138
61,1,53.97,8.272727272727273,18,4,3.769322513103941,182,22,1,53.97,2.453181818181818,4.25,0.83,1.0259369068303066,0.2965384615384615,1,1,0,61,0,0.0,1.0,1.2108875700477566
23,12,400.91,13.853211009174313,48,2,8.554865689716864,3020,87,12,400.91,1.8390366972477064,12.75,0.42,1.6496762672311005,0.132751655629139,12,8,349,372,349,31.727272727272727,0.0343839541547277,0.6940609009452657
374,1,62.150000000000006,14.615384615384617,48,2,16.393791820576784,190,13,1,62.150000000000006,4.780769230769232,12.75,0.65,3.698059088987226,0.3271052631578948,1,1,0,374,0,0.0,1.0,1.0176051727352446
324,1,56.6,9.090909090909092,24,1,9.802597058479405,100,11,1,56.6,5.145454545454545,9.95,1.25,3.195892249861887,0.566,1,1,0,324,0,0.0,1.0,1.2263075977758755
338,1,656.91,2.2451612903225806,20,1,2.695214459057017,348,155,1,656.91,4.2381290322580645,39.95,0.65,5.460683296178661,1.8876724137931036,1,1,0,338,0,0.0,1.0,0.6559877396814693
19,1,9.93,21.09090909090909,72,8,17.807046613374975,232,11,1,9.93,0.9027272727272728,1.69,0.19,0.5881001769952278,0.042801724137931,1,1,0,19,0,0.0,1.0,0.568432197038906
31,3,239.74,8.35,25,1,6.683714079634548,501,51,3,239.74,3.9956666666666663,12.75,0.42,3.4550068638685114,0.4785229540918164,3,3,186,218,186,93.0,0.0161290322580645,0.8968934928187795
64,2,182.1,7.15,36,2,6.788187326487623,286,36,2,182.1,4.5525,15.0,0.39,3.603788426869844,0.6367132867132866,2,2,65,130,65,65.0,0.0307692307692307,0.9888595169642244
9,4,78.67,13.428571428571429,48,2,9.7503222033317,376,25,4,78.67,2.8096428571428573,12.75,0.63,2.457685575138404,0.2092287234042553,4,1,19,29,19,6.333333333333333,0.2105263157894736,0.8125790492186072
255,2,201.81,5.590163934426229,24,1,5.922772574789412,341,59,2,201.81,3.308360655737705,12.75,0.42,3.200823946177956,0.5918181818181818,2,2,113,368,113,113.0,0.0176991150442477,0.7875504182334889
270,1,86.33,4.674418604651163,26,1,5.935048963702859,201,41,1,86.33,2.007674418604651,7.65,0.29,1.758091277235604,0.429502487562189,1,1,0,270,0,0.0,1.0,0.7279216736499435
17,1,69.26,4.68,25,1,6.780609608779041,117,25,1,69.26,2.7704000000000004,6.75,0.55,1.642996449580258,0.591965811965812,1,1,0,17,0,0.0,1.0,1.0482042079322411
75,1,34.3,10.8,24,4,7.37563556583431,108,10,1,34.3,3.43,5.95,1.25,1.295976680174283,0.3175925925925926,1,1,0,75,0,0.0,1.0,1.4939176123250677
116,2,157.17000000000002,15.0,36,2,8.939188492759895,675,39,2,157.17000000000002,3.492666666666667,12.75,0.29,2.9934401006807594,0.2328444444444444,2,2,38,155,38,38.0,0.0526315789473684,0.8746009902768478
4,17,1606.49,10.206806282722512,36,1,7.892762607884668,3899,270,17,1606.49,4.205471204188481,49.95,0.29,4.315700587640522,0.4120261605539882,15,7,362,367,362,22.625,0.0469613259668508,0.7911414751174243
55,3,145.0,3.177419354838709,16,1,3.7043359332685375,197,50,3,145.0,2.338709677419355,8.5,0.42,1.9099150130186404,0.7360406091370558,3,3,154,209,154,77.0,0.0194805194805194,0.8037037738065286
39,63,8720.65,166.4232365145228,2400,1,278.5808143510269,40108,44,63,8720.65,36.18526970954357,8142.75,0.94,524.3675034569721,0.2174291911838037,61,12,335,374,335,5.403225806451613,0.1880597014925373,0.068876109526076
110,1,199.36,4.62962962962963,25,1,5.377438179065526,250,49,1,199.36,3.691851851851852,16.95,0.42,3.66662925462141,0.7974399999999999,1,1,0,110,0,0.0,1.0,0.7911174533943902
5,6,977.54,13.763440860215054,144,2,13.216022962224171,3840,179,6,977.54,3.503727598566308,175.0,0.29,10.61832217966388,0.2545677083333333,6,6,359,364,359,71.8,0.0167130919220055,0.3015691546838884
1,2,127.02,6.545454545454546,36,1,6.83171314091468,288,42,2,127.02,2.8868181818181817,9.95,0.12,2.5561979148976026,0.4410416666666666,2,2,237,239,237,237.0,0.0084388185654008,0.8117709562014928
369,1,213.62,2.1041666666666665,24,1,3.187076425244753,202,95,1,213.62,2.225208333333333,16.95,0.29,2.127280437883898,1.0575247524752476,1,1,0,369,0,0.0,1.0,0.7115474219635513
319,1,6.72,88.0,100,40,26.83281572999748,440,5,1,6.72,1.344,1.65,0.72,0.3594161932912872,0.0152727272727272,1,1,0,319,0,0.0,1.0,0.9886596957080794
